seed_id,target_id,source_ideology,source_topic,rank,condition,target_ideology,target_topic
2F4R2yv9Vv0,x_5g8eAz424,anti_feminism,electoral_generational_conflict,8,baseline ,neutral,other
2F4R2yv9Vv0,3oozJssFCxY,anti_feminism,electoral_generational_conflict,9,baseline ,neutral,other
2F4R2yv9Vv0,12NlsNn2JME,anti_feminism,electoral_generational_conflict,10,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,SxYEtMjZWcs,anti_feminism,electoral_generational_conflict,11,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,gPKvdWJJdEY,anti_feminism,electoral_generational_conflict,12,baseline ,neutral,other
2F4R2yv9Vv0,nNPX4ecX-dY,anti_feminism,electoral_generational_conflict,13,baseline ,neutral,other
2F4R2yv9Vv0,HfqzzulL3k0,anti_feminism,electoral_generational_conflict,14,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,cL1EsgFqVLU,anti_feminism,electoral_generational_conflict,15,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,uXCPOZdxZHo,anti_feminism,electoral_generational_conflict,16,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,B4EksK2eaWA,anti_feminism,electoral_generational_conflict,17,baseline ,neutral,other
2F4R2yv9Vv0,A0pRFd9GYlk,anti_feminism,electoral_generational_conflict,18,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,dmNCUFI5_yY,anti_feminism,electoral_generational_conflict,19,baseline ,neutral,electoral_generational_conflict
2F4R2yv9Vv0,wothE1zFG4c,anti_feminism,electoral_generational_conflict,20,baseline ,neutral,other
U2oPNZkA6Do,f_yEsI0ZNNo,anti_feminism,electoral_generational_conflict,1,baseline ,neutral,dating_marriage
U2oPNZkA6Do,ToJO0Umf-6c,anti_feminism,electoral_generational_conflict,2,baseline ,neutral,dating_marriage
U2oPNZkA6Do,Dr5zebXpO-M,anti_feminism,electoral_generational_conflict,3,baseline ,neutral,other
U2oPNZkA6Do,uFPqH0RH4u4,anti_feminism,electoral_generational_conflict,4,baseline ,neutral,other
U2oPNZkA6Do,mukwdTwn-1g,anti_feminism,electoral_generational_conflict,5,baseline ,neutral,other
U2oPNZkA6Do,s2FDNTV74Ys,anti_feminism,electoral_generational_conflict,6,baseline ,feminism,gender_conflict_discourse
U2oPNZkA6Do,04zCXTKuMMk,anti_feminism,electoral_generational_conflict,7,baseline ,neutral,dating_marriage
U2oPNZkA6Do,5Z0XAnXu-ZI,anti_feminism,electoral_generational_conflict,8,baseline ,feminism,beauty_norms_grooming
U2oPNZkA6Do,BxNg45UTFGU,anti_feminism,electoral_generational_conflict,9,baseline ,neutral,other
U2oPNZkA6Do,QjIVHixc4Ig,anti_feminism,electoral_generational_conflict,10,baseline ,neutral,gender_conflict_discourse
U2oPNZkA6Do,iutnOP0urNo,anti_feminism,electoral_generational_conflict,11,baseline ,neutral,gender_conflict_discourse
U2oPNZkA6Do,oGeXDTgU1AM,anti_feminism,electoral_generational_conflict,12,baseline ,neutral,gender_conflict_discourse
U2oPNZkA6Do,nQiMKIZDPxI,anti_feminism,electoral_generational_conflict,13,baseline ,neutral,other
U2oPNZkA6Do,uvc3Y3kIWU0,anti_feminism,electoral_generational_conflict,14,baseline ,neutral,electoral_generational_conflict
U2oPNZkA6Do,rvi46R2r7sI,anti_feminism,electoral_generational_conflict,15,baseline ,neutral,other
U2oPNZkA6Do,IULZ-CMvufg,anti_feminism,electoral_generational_conflict,16,baseline ,neutral,electoral_generational_conflict
U2oPNZkA6Do,iDpxoXiRR98,anti_feminism,electoral_generational_conflict,17,baseline ,neutral,other
U2oPNZkA6Do,aCAnvJQLdRE,anti_feminism,electoral_generational_conflict,18,baseline ,feminism,electoral_generational_conflict
U2oPNZkA6Do,iLNXliI0dAI,anti_feminism,electoral_generational_conflict,19,baseline ,neutral,other
U2oPNZkA6Do,Fgr7W4Ef990,anti_feminism,electoral_generational_conflict,20,baseline ,neutral,electoral_generational_conflict
5bD3xJ3MDf4,Tslysu_mtyc,anti_feminism,beauty_norms,1,baseline ,neutral,other
5bD3xJ3MDf4,mukwdTwn-1g,anti_feminism,beauty_norms,2,baseline ,neutral,other
5bD3xJ3MDf4,cvLPWS5Sk3U,anti_feminism,beauty_norms,3,baseline ,neutral,other
5bD3xJ3MDf4,tFNCAvQVGrI,anti_feminism,beauty_norms,4,baseline ,neutral,other
5bD3xJ3MDf4,GseoJahFBeo,anti_feminism,beauty_norms,5,baseline ,neutral,other
5bD3xJ3MDf4,PbUlNGCqBVw,anti_feminism,beauty_norms,6,baseline ,neutral,other
5bD3xJ3MDf4,F9ZTHkkVfqA,anti_feminism,beauty_norms,7,baseline ,neutral,other
5bD3xJ3MDf4,MC3La-Y5WoM,anti_feminism,beauty_norms,8,baseline ,neutral,other
5bD3xJ3MDf4,HaYNqWBaanI,anti_feminism,beauty_norms,9,baseline ,neutral,other
5bD3xJ3MDf4,mqviT1pBIAM,anti_feminism,beauty_norms,10,baseline ,neutral,other
5bD3xJ3MDf4,uXOGRdTX2pY,anti_feminism,beauty_norms,11,baseline ,neutral,other
5bD3xJ3MDf4,hRPqJfo483c,anti_feminism,beauty_norms,12,baseline ,neutral,other
5bD3xJ3MDf4,XTbYKHR--H4,anti_feminism,beauty_norms,13,baseline ,neutral,other
5bD3xJ3MDf4,gHVv_SMaask,anti_feminism,beauty_norms,14,baseline ,neutral,other
5bD3xJ3MDf4,Nc_c1OU_Wkk,anti_feminism,beauty_norms,15,baseline ,neutral,other
5bD3xJ3MDf4,7ZbR7N6Vcdo,anti_feminism,beauty_norms,16,baseline ,neutral,other
5bD3xJ3MDf4,XAdR1PaPzqQ,anti_feminism,beauty_norms,17,baseline ,neutral,other
5bD3xJ3MDf4,it9WCsjnL6A,anti_feminism,beauty_norms,18,baseline ,neutral,other
5bD3xJ3MDf4,xcIDL_V_-1Y,anti_feminism,beauty_norms,19,baseline ,neutral,other
5bD3xJ3MDf4,d2Cv5PNzFQ4,anti_feminism,beauty_norms,20,baseline ,neutral,other
39CppyooX14,b92upazRhp4,anti_feminism,beauty_norms,1,baseline ,neutral,other
39CppyooX14,cHT6T04cRCk,anti_feminism,beauty_norms,2,baseline ,neutral,other
39CppyooX14,uXOGRdTX2pY,anti_feminism,beauty_norms,3,baseline ,neutral,other
39CppyooX14,prcQpkzNkaM,anti_feminism,beauty_norms,4,baseline ,neutral,other
39CppyooX14,h6hZNwiMMx4,anti_feminism,beauty_norms,5,baseline ,neutral,other
39CppyooX14,5olSAzpqZsQ,anti_feminism,beauty_norms,6,baseline ,neutral,other
39CppyooX14,D1eSja-g7jk,anti_feminism,beauty_norms,7,baseline ,neutral,other
39CppyooX14,NPqLzkyiKgE,anti_feminism,beauty_norms,8,baseline ,neutral,other
39CppyooX14,go-p5G9vD1U,anti_feminism,beauty_norms,9,baseline ,neutral,other
39CppyooX14,mukwdTwn-1g,anti_feminism,beauty_norms,10,baseline ,neutral,other
39CppyooX14,QrLDYUc4UGQ,anti_feminism,beauty_norms,11,baseline ,neutral,other
39CppyooX14,tc-LzgIT4eE,anti_feminism,beauty_norms,12,baseline ,neutral,beauty_norms_grooming
39CppyooX14,Kynu_4dS6Sg,anti_feminism,beauty_norms,13,baseline ,neutral,other
39CppyooX14,XTbYKHR--H4,anti_feminism,beauty_norms,14,baseline ,neutral,other
39CppyooX14,IIYF62pwVVc,anti_feminism,beauty_norms,15,baseline ,neutral,other
39CppyooX14,9cFM1kKWqxE,anti_feminism,beauty_norms,16,baseline ,neutral,other
39CppyooX14,Rt4c5gOk09s,anti_feminism,beauty_norms,17,baseline ,neutral,other
39CppyooX14,gLIH8H0L-0Q,anti_feminism,beauty_norms,18,baseline ,neutral,other
39CppyooX14,YwIPtdhUvT4,anti_feminism,beauty_norms,19,baseline ,neutral,other
39CppyooX14,P-NQlw4U284,anti_feminism,beauty_norms,20,baseline ,neutral,dating_marriage
XCXDjTwbwYU,T-CL1IXbRfo,feminism,sexual_violence,1,baseline ,feminism,sexual_violence
XCXDjTwbwYU,orkl3SS42BI,feminism,sexual_violence,2,baseline ,feminism,sexual_violence
XCXDjTwbwYU,Wln5dlYKA1k,feminism,sexual_violence,3,baseline ,neutral,other
XCXDjTwbwYU,jtYQ5Ot0Bf8,feminism,sexual_violence,4,baseline ,feminism,sexual_violence
XCXDjTwbwYU,TYhNHX372ek,feminism,sexual_violence,5,baseline ,neutral,other
XCXDjTwbwYU,BBPwM1Takwg,feminism,sexual_violence,6,baseline ,neutral,other
XCXDjTwbwYU,2EtBxXrgbK0,feminism,sexual_violence,7,baseline ,neutral,other
XCXDjTwbwYU,4pw4GBEGUPI,feminism,sexual_violence,8,baseline ,neutral,dating_marriage
XCXDjTwbwYU,52TeNj6Upss,feminism,sexual_violence,9,baseline ,neutral,other
XCXDjTwbwYU,h6hZNwiMMx4,feminism,sexual_violence,10,baseline ,neutral,other
XCXDjTwbwYU,1w69sAT3Aa0,feminism,sexual_violence,11,baseline ,neutral,other
XCXDjTwbwYU,mNj3DLQRfKA,feminism,sexual_violence,12,baseline ,neutral,gender_conflict_discourse
XCXDjTwbwYU,KvJfgINobNM,feminism,sexual_violence,13,baseline ,neutral,other
XCXDjTwbwYU,vlX3PtYPi30,feminism,sexual_violence,14,baseline ,neutral,other
XCXDjTwbwYU,ohmshRdg8Y0,feminism,sexual_violence,15,baseline ,neutral,other
XCXDjTwbwYU,7WbbwrrRSTg,feminism,sexual_violence,16,baseline ,neutral,other
XCXDjTwbwYU,vE_KSbV9O00,feminism,sexual_violence,17,baseline ,neutral,sexual_violence
XCXDjTwbwYU,vkmnkbVc7iM,feminism,sexual_violence,18,baseline ,neutral,other
XCXDjTwbwYU,ROsiuqzyr7E,feminism,sexual_violence,19,baseline ,neutral,other
XCXDjTwbwYU,Dr5zebXpO-M,feminism,sexual_violence,20,baseline ,neutral,other
mJXeb5iHSAg,_By71awkTZE,feminism,sexual_violence,1,baseline ,feminism,sexual_violence
mJXeb5iHSAg,h6hZNwiMMx4,feminism,sexual_violence,2,baseline ,neutral,other
mJXeb5iHSAg,iuavywpsZkY,feminism,sexual_violence,3,baseline ,feminism,sexual_violence
mJXeb5iHSAg,0qJ_k6V_SWk,feminism,sexual_violence,4,baseline ,neutral,electoral_generational_conflict
mJXeb5iHSAg,mPg3Kpqeu24,feminism,sexual_violence,5,baseline ,neutral,other
mJXeb5iHSAg,VpqzCWo2Ev4,feminism,sexual_violence,6,baseline ,feminism,sexual_violence
mJXeb5iHSAg,2EtBxXrgbK0,feminism,sexual_violence,7,baseline ,neutral,other
mJXeb5iHSAg,6RtI9xvT10A,feminism,sexual_violence,8,baseline ,neutral,other
mJXeb5iHSAg,9lozF2-cOVw,feminism,sexual_violence,9,baseline ,neutral,electoral_generational_conflict
mJXeb5iHSAg,5kdfxjeLhVY,feminism,sexual_violence,10,baseline ,neutral,other
mJXeb5iHSAg,UY_5u8K6_gw,feminism,sexual_violence,11,baseline ,neutral,other
mJXeb5iHSAg,0ZVkrUaSOFw,feminism,sexual_violence,12,baseline ,neutral,other
mJXeb5iHSAg,J1FNN34HCsQ,feminism,sexual_violence,13,baseline ,feminism,sexual_violence
mJXeb5iHSAg,K3zNywHRoio,feminism,sexual_violence,14,baseline ,neutral,other
mJXeb5iHSAg,FQIeZDcasdM,feminism,sexual_violence,15,baseline ,feminism,sexual_violence
mJXeb5iHSAg,gSpI3D5ofuM,feminism,sexual_violence,16,baseline ,neutral,other
mJXeb5iHSAg,bdNAL08P87I,feminism,sexual_violence,17,baseline ,neutral,electoral_generational_conflict
mJXeb5iHSAg,Dfj_95ANUHc,feminism,sexual_violence,18,baseline ,feminism,sexual_violence
mJXeb5iHSAg,IW4PthavcXw,feminism,sexual_violence,19,baseline ,neutral,other
mJXeb5iHSAg,kPPkcLgoNX4,feminism,sexual_violence,20,baseline ,feminism,sexual_violence
8ZKbKSHK0qY,oWDVTIc5Hf8,feminism,dating_marriage,1,baseline ,neutral,other
8ZKbKSHK0qY,go-p5G9vD1U,feminism,dating_marriage,2,baseline ,neutral,other
8ZKbKSHK0qY,BxNg45UTFGU,feminism,dating_marriage,3,baseline ,neutral,other
8ZKbKSHK0qY,ilUbCLjEkUE,feminism,dating_marriage,4,baseline ,neutral,other
8ZKbKSHK0qY,We6QG55wvac,feminism,dating_marriage,5,baseline ,neutral,other
8ZKbKSHK0qY,OOz95-8tQic,feminism,dating_marriage,6,baseline ,neutral,other
8ZKbKSHK0qY,HHp4rjhJsWI,feminism,dating_marriage,7,baseline ,neutral,other
8ZKbKSHK0qY,dRkU55srCHs,feminism,dating_marriage,8,baseline ,feminism,sexual_violence
8ZKbKSHK0qY,wBbLkbyzIns,feminism,dating_marriage,9,baseline ,neutral,other
8ZKbKSHK0qY,LS9OGiyopuU,feminism,dating_marriage,10,baseline ,feminism,gender_conflict_discourse
8ZKbKSHK0qY,Fa51m2_OU9g,feminism,dating_marriage,11,baseline ,feminism,gender_conflict_discourse
8ZKbKSHK0qY,iLNXliI0dAI,feminism,dating_marriage,12,baseline ,neutral,other
8ZKbKSHK0qY,LKJMwzcWctQ,feminism,dating_marriage,13,baseline ,neutral,other
8ZKbKSHK0qY,T7SsT0FQdUg,feminism,dating_marriage,14,baseline ,neutral,other
